,0,1,2,3,4,5,6,7,8,9
0,0.08292024176149931,0.0826197248059036,0.08289364526298325,0.08480230353255144,0.07947931998325614,0.0775545013592026,0.08231311445000927,0.08312215610780539,0.0837043918377807,0.08497915970524612
1,0.0669949440885361,0.06632331462833423,0.06827609092417455,0.06673572582344266,0.06530105189246121,0.06572144341986035,0.06721078340443949,0.06578928946447322,0.06437197680750872,0.06661859622588417
2,0.042110637176594586,0.03903451456683834,0.041596150655384106,0.04059273825409088,0.03741712464723119,0.03923031821331485,0.041643479873863846,0.03711585579278964,0.04159592529711375,0.04243681961273984
3,0.036445381334299504,0.03786609270505035,0.03751451800232288,0.037133927944378115,0.03683649081113197,0.036911678481957255,0.03716069993198541,0.0376478823941197,0.03687093570810776,0.037776331756388386
4,0.030253124948535104,0.03299254362364517,0.033466069354571096,0.03214762272631505,0.031745817410913216,0.03372688023026491,0.030962097322698324,0.03288764438221911,0.03132908351218887,0.033414818592708534
5,0.009370728413563676,0.010515796756091936,0.01012112161937946,0.009797036308729546,0.010275868587709467,0.010660412557965994,0.010449514623137328,0.010038501925096255,0.010010571163148284,0.009444082939097096
6,0.00976597882116566,0.011714966561611192,0.01173054587688734,0.010639792120233162,0.011059049110820044,0.009914183678908374,0.01128423916403883,0.011340567028351418,0.011708364032418234,0.012521763598951829
7,0.027601653464205136,0.02485971250672611,0.02576738012278082,0.02696818596811574,0.026547119110955076,0.025744896327487873,0.02485624188462252,0.02528526426321316,0.027981548515232085,0.02609873199556814
8,0.013339701256566921,0.013882696594665232,0.01365521818483491,0.013448978158578552,0.013327572005347232,0.013845210809658334,0.013463797687503864,0.013006650332516625,0.014383188647211454,0.012855911784878915
9,0.021425865845424153,0.023429933123222384,0.021635971461755433,0.02228035676662687,0.023076819206827175,0.022946538031021802,0.0247171211278056,0.02265313265663283,0.022503763974757344,0.022352754963859234
10,0.02913324879366282,0.02825736028903067,0.028986228637796582,0.028056745557974577,0.029544810078723147,0.03091519641810138,0.028921659556050208,0.02944347217360868,0.028862478777589132,0.029053305429028686
11,0.015332422061560252,0.015758321162272274,0.016658370665339307,0.01534517873446169,0.01652780966012666,0.016910079420073557,0.015674271934705993,0.01625481274063703,0.014447256302655604,0.01647878159019363
